Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2018-09-06,5940,5940,5940,5940
2018-09-07,5883,5883,5883,5883
2018-09-10,5840.5,5840.5,5840.5,5840.5
2018-09-11,5849,5849,5849,5849
2018-09-12,5891,5891,5891,5891
2018-09-13,5991,5991,5991,5991
2018-09-14,5946.5,5946.5,5946.5,5946.5
2018-09-17,5860,5860,5860,5860
2018-09-18,6003,6003,6003,6003
2018-09-19,6057,6057,6057,6057
2018-09-20,6057,6057,6057,6057
2018-09-21,6203,6203,6203,6203
2018-09-24,6320,6320,6320,6320
2018-09-25,6276,6276,6276,6276
2018-09-26,6257.5,6257.5,6257.5,6257.5
2018-09-27,6222,6222,6222,6222
2018-09-28,6180,6180,6180,6180
2018-10-01,6172,6172,6172,6172
2018-10-02,6274,6274,6274,6274
2018-10-03,6275,6275,6275,6275
2018-10-04,6310,6310,6310,6310
2018-10-05,6182.5,6182.5,6182.5,6182.5
2018-10-08,6169,6169,6169,6169
2018-10-09,6219,6219,6219,6219
2018-10-10,6294,6294,6294,6294
2018-10-11,6155,6155,6155,6155
2018-10-12,6325,6325,6325,6325
2018-10-15,6296,6296,6296,6296
2018-10-16,6202,6202,6202,6202
2018-10-17,6249,6249,6249,6249
2018-10-18,6147,6147,6147,6147
2018-10-19,6191.5,6191.5,6191.5,6191.5
2018-10-22,6284,6284,6284,6284
2018-10-23,6167.5,6167.5,6167.5,6167.5
2018-10-24,6215,6215,6215,6215
2018-10-25,6210,6210,6210,6210
2018-10-26,6159,6159,6159,6159
2018-10-29,6260,6260,6260,6260
2018-10-30,6136,6136,6136,6136
2018-10-31,6073,6073,6073,6073
2018-11-01,6070,6070,6070,6070
2018-11-02,6255,6255,6255,6255
2018-11-05,6239,6239,6239,6239
2018-11-06,6205,6205,6205,6205
2018-11-07,6210,6210,6210,6210
2018-11-08,6137,6137,6137,6137
2018-11-09,6088,6088,6088,6088
2018-11-12,6083.5,6083.5,6083.5,6083.5
2018-11-13,6130,6130,6130,6130
2018-11-14,6106,6106,6106,6106
2018-11-15,6188,6188,6188,6188
2018-11-16,6181,6181,6181,6181
2018-11-19,6260,6260,6260,6260
2018-11-20,6262,6262,6262,6262
2018-11-21,6242,6242,6242,6242
2018-11-22,6246,6246,6246,6246
2018-11-23,6210,6210,6210,6210
2018-11-26,6246,6246,6246,6246
2018-11-27,6169.5,6169.5,6169.5,6169.5
2018-11-28,6198,6198,6198,6198
2018-11-29,6282,6282,6282,6282
2018-11-30,6238,6238,6238,6238
2018-12-03,6307,6307,6307,6307
2018-12-04,6278,6278,6278,6278
2018-12-05,6162,6162,6162,6162
2018-12-06,6112,6112,6112,6112
2018-12-07,6173,6173,6173,6173
2018-12-10,6112,6112,6112,6112
2018-12-11,6163,6163,6163,6163
2018-12-12,6151,6151,6151,6151
2018-12-13,6196,6196,6196,6196
2018-12-14,6104,6104,6104,6104
2018-12-17,6095.5,6095.5,6095.5,6095.5
2018-12-18,6043,6043,6043,6043
2018-12-19,5987,5987,5987,5987
2018-12-20,6015,6015,6015,6015
2018-12-21,5987,5987,5987,5987
2018-12-24,5931.5,5931.5,5931.5,5931.5
2018-12-27,5990,5990,5990,5990
2018-12-28,6018,6018,6018,6018
2018-12-31,5965,5965,5965,5965
2019-01-02,5839,5839,5839,5839
2019-01-03,5811,5811,5811,5811
2019-01-04,5840,5840,5840,5840
2019-01-07,5889.5,5889.5,5889.5,5889.5
2019-01-08,5904.5,5904.5,5904.5,5904.5
2019-01-09,5964,5964,5964,5964
2019-01-10,5908.5,5908.5,5908.5,5908.5
2019-01-11,5926.5,5926.5,5926.5,5926.5
2019-01-14,5861,5861,5861,5861
2019-01-15,5882,5882,5882,5882
2019-01-16,5911,5911,5911,5911
2019-01-17,5933,5933,5933,5933
2019-01-18,6022,6022,6022,6022
2019-01-21,5951.5,5951.5,5951.5,5951.5
2019-01-22,5926.5,5926.5,5926.5,5926.5
2019-01-23,5920.5,5920.5,5920.5,5920.5
2019-01-24,5885,5885,5885,5885
2019-01-25,5901,5901,5901,5901
2019-01-28,5996,5996,5996,5996
2019-01-29,6007,6007,6007,6007
2019-01-30,6077,6077,6077,6077
2019-01-31,6148,6148,6148,6148
2019-02-01,6097.5,6097.5,6097.5,6097.5
2019-02-04,6076.5,6076.5,6076.5,6076.5
2019-02-05,6174,6174,6174,6174
2019-02-06,6210,6210,6210,6210
2019-02-07,6227,6227,6227,6227
2019-02-08,6207,6207,6207,6207
2019-02-11,6148,6148,6148,6148
2019-02-12,6102,6102,6102,6102
2019-02-13,6120,6120,6120,6120
2019-02-14,6178.5,6178.5,6178.5,6178.5
2019-02-15,6190,6190,6190,6190
2019-02-18,6269.5,6269.5,6269.5,6269.5
2019-02-19,6246.5,6246.5,6246.5,6246.5
2019-02-20,6351.5,6351.5,6351.5,6351.5
2019-02-21,6391,6391,6391,6391
2019-02-22,6489,6489,6489,6489
2019-02-25,6546,6546,6546,6546
2019-02-26,6471,6471,6471,6471
2019-02-27,6533,6533,6533,6533
2019-02-28,6536,6536,6536,6536
2019-03-01,6572,6572,6572,6572
2019-03-04,6420,6420,6420,6420
2019-03-05,6553.5,6553.5,6553.5,6553.5
2019-03-06,6505,6505,6505,6505
2019-03-07,6458,6458,6458,6458
2019-03-08,6398.5,6398.5,6398.5,6398.5
2019-03-11,6435,6435,6435,6435
2019-03-12,6510,6510,6510,6510
2019-03-13,6529,6529,6529,6529
2019-03-14,6409,6409,6409,6409
2019-03-15,6410,6410,6410,6410
2019-03-18,6492,6492,6492,6492
2019-03-19,6500,6500,6500,6500
2019-03-20,6487,6487,6487,6487
2019-03-21,6520,6520,6520,6520
2019-03-22,6375,6375,6375,6375
2019-03-25,6328,6328,6328,6328
2019-03-26,6361,6361,6361,6361
2019-03-27,6338.5,6338.5,6338.5,6338.5
2019-03-28,6385,6385,6385,6385
2019-03-29,6485,6485,6485,6485
2019-04-01,6498,6498,6498,6498
2019-04-02,6431,6431,6431,6431
2019-04-03,6483,6483,6483,6483
2019-04-04,6444,6444,6444,6444
2019-04-05,6419,6419,6419,6419
2019-04-08,6432.5,6432.5,6432.5,6432.5
2019-04-09,6498,6498,6498,6498
2019-04-10,6447,6447,6447,6447
2019-04-11,6432.5,6432.5,6432.5,6432.5
2019-04-12,6490,6490,6490,6490
2019-04-15,6456,6456,6456,6456
2019-04-16,6460,6460,6460,6460
2019-04-17,6509,6509,6509,6509
2019-04-18,6448,6448,6448,6448
2019-04-23,6430,6430,6430,6430
2019-04-24,6437.5,6437.5,6437.5,6437.5
2019-04-25,6375.5,6375.5,6375.5,6375.5
2019-04-26,6393,6393,6393,6393
2019-04-29,6376,6376,6376,6376
2019-04-30,6442,6442,6442,6442
2019-05-01,6398,6398,6398,6398
2019-05-02,6214,6214,6214,6214
2019-05-03,6180,6180,6180,6180
2019-05-07,6174,6174,6174,6174
2019-05-08,6103,6103,6103,6103
2019-05-09,6112,6112,6112,6112
2019-05-10,6135.5,6135.5,6135.5,6135.5
2019-05-13,6042.5,6042.5,6042.5,6042.5
2019-05-14,6007,6007,6007,6007
2019-05-15,6002,6002,6002,6002
2019-05-16,6089,6089,6089,6089
2019-05-17,6025,6025,6025,6025
2019-05-20,5985,5985,5985,5985
2019-05-21,6004,6004,6004,6004
2019-05-22,5920,5920,5920,5920
2019-05-23,5860,5860,5860,5860
2019-05-24,5919,5919,5919,5919
2019-05-28,5956.5,5956.5,5956.5,5956.5
2019-05-29,5864.5,5864.5,5864.5,5864.5
2019-05-30,5823,5823,5823,5823
2019-05-31,5780.5,5780.5,5780.5,5780.5
2019-06-03,5796,5796,5796,5796
2019-06-04,5804,5804,5804,5804
2019-06-05,5832.5,5832.5,5832.5,5832.5
2019-06-06,5805,5805,5805,5805
2019-06-07,5770,5770,5770,5770
2019-06-10,5788,5788,5788,5788
2019-06-11,5905,5905,5905,5905
2019-06-12,5828.5,5828.5,5828.5,5828.5
2019-06-13,5797.5,5797.5,5797.5,5797.5
2019-06-14,5805.5,5805.5,5805.5,5805.5
2019-06-17,5756,5756,5756,5756
2019-06-18,5848.5,5848.5,5848.5,5848.5
2019-06-19,5895,5895,5895,5895
2019-06-20,5962,5962,5962,5962
2019-06-21,5941,5941,5941,5941
2019-06-24,5917,5917,5917,5917
2019-06-25,5985.5,5985.5,5985.5,5985.5
2019-06-26,5985.5,5985.5,5985.5,5985.5
2019-06-27,5953.5,5953.5,5953.5,5953.5
2019-06-28,5972,5972,5972,5972
2019-07-01,5999,5999,5999,5999
2019-07-02,5910,5910,5910,5910
2019-07-03,5874,5874,5874,5874
2019-07-04,5900,5900,5900,5900
2019-07-05,5857,5857,5857,5857
2019-07-08,5912,5912,5912,5912
2019-07-09,5805,5805,5805,5805
2019-07-10,5862.5,5862.5,5862.5,5862.5
2019-07-11,5925,5925,5925,5925
2019-07-12,5950,5950,5950,5950
2019-07-15,5997.5,5997.5,5997.5,5997.5
2019-07-16,5959,5959,5959,5959
2019-07-17,5922,5922,5922,5922
2019-07-18,5948,5948,5948,5948
2019-07-19,6066,6066,6066,6066
2019-07-22,6007.5,6007.5,6007.5,6007.5
2019-07-23,5968.5,5968.5,5968.5,5968.5
2019-07-24,5980,5980,5980,5980
2019-07-25,6010,6010,6010,6010
2019-07-26,5945,5945,5945,5945
2019-07-29,5949.5,5949.5,5949.5,5949.5
2019-07-30,5943,5943,5943,5943
2019-07-31,5926,5926,5926,5926
2019-08-01,5876,5876,5876,5876
2019-08-02,5769,5769,5769,5769
2019-08-05,5647,5647,5647,5647
2019-08-06,5667,5667,5667,5667
2019-08-07,5673.5,5673.5,5673.5,5673.5
2019-08-08,5723,5723,5723,5723
2019-08-09,5744,5744,5744,5744
2019-08-12,5724.5,5724.5,5724.5,5724.5
2019-08-13,5697,5697,5697,5697
2019-08-14,5732,5732,5732,5732
2019-08-15,5696.5,5696.5,5696.5,5696.5
2019-08-16,5710,5710,5710,5710
2019-08-19,5755.5,5755.5,5755.5,5755.5
2019-08-20,5698,5698,5698,5698
2019-08-21,5696.5,5696.5,5696.5,5696.5
2019-08-22,5668,5668,5668,5668
2019-08-23,5675,5675,5675,5675
2019-08-27,5662,5662,5662,5662
2019-08-28,5653,5653,5653,5653
2019-08-29,5722,5722,5722,5722
2019-08-30,5678,5678,5678,5678
2019-09-02,5610.5,5610.5,5610.5,5610.5
2019-09-03,5537,5537,5537,5537
2019-09-04,5663,5663,5663,5663
2019-09-05,5777,5777,5777,5777
2019-09-06,5787.5,5787.5,5787.5,5787.5
2019-09-09,5771,5771,5771,5771
2019-09-10,5738,5738,5738,5738
2019-09-11,5765,5765,5765,5765
2019-09-12,5842.5,5842.5,5842.5,5842.5
2019-09-13,5870,5870,5870,5870
2019-09-16,5877,5877,5877,5877
2019-09-17,5762,5762,5762,5762
2019-09-18,5745,5745,5745,5745
2019-09-19,5758.5,5758.5,5758.5,5758.5
2019-09-20,5777.5,5777.5,5777.5,5777.5
2019-09-23,5695,5695,5695,5695
2019-09-24,5761,5761,5761,5761
2019-09-25,5718.5,5718.5,5718.5,5718.5
2019-09-26,5757,5757,5757,5757
2019-09-27,5714,5714,5714,5714
2019-09-30,5728,5728,5728,5728
2019-10-01,5610,5610,5610,5610
2019-10-02,5629,5629,5629,5629
2019-10-03,5626,5626,5626,5626
2019-10-04,5599,5599,5599,5599
2019-10-07,5626,5626,5626,5626
2019-10-08,5650.5,5650.5,5650.5,5650.5
2019-10-09,5660,5660,5660,5660
2019-10-10,5698.5,5698.5,5698.5,5698.5
2019-10-11,5763,5763,5763,5763
2019-10-14,5718.5,5718.5,5718.5,5718.5
2019-10-15,5745,5745,5745,5745
2019-10-16,5684,5684,5684,5684
2019-10-17,5726.5,5726.5,5726.5,5726.5
2019-10-18,5751,5751,5751,5751
2019-10-21,5820,5820,5820,5820
2019-10-22,5794,5794,5794,5794
2019-10-23,5773,5773,5773,5773
2019-10-24,5869,5869,5869,5869
2019-10-25,5867.5,5867.5,5867.5,5867.5
2019-10-28,5888.5,5888.5,5888.5,5888.5
2019-10-29,5879.5,5879.5,5879.5,5879.5
2019-10-30,5883,5883,5883,5883
2019-10-31,5825,5825,5825,5825
2019-11-01,5797,5797,5797,5797
2019-11-04,5846.5,5846.5,5846.5,5846.5
2019-11-05,5880,5880,5880,5880
2019-11-06,5913.5,5913.5,5913.5,5913.5
2019-11-07,5941,5941,5941,5941
2019-11-08,5951.5,5951.5,5951.5,5951.5
2019-11-11,5857,5857,5857,5857
2019-11-12,5838,5838,5838,5838
2019-11-13,5823,5823,5823,5823
2019-11-14,5835,5835,5835,5835
2019-11-15,5812,5812,5812,5812
2019-11-18,5828,5828,5828,5828
2019-11-19,5821.5,5821.5,5821.5,5821.5
2019-11-20,5873,5873,5873,5873
2019-11-21,5813,5813,5813,5813
2019-11-22,5834,5834,5834,5834
2019-11-25,5872.5,5872.5,5872.5,5872.5
2019-11-26,5856,5856,5856,5856
2019-11-27,5925.5,5925.5,5925.5,5925.5
2019-11-28,5881.5,5881.5,5881.5,5881.5
2019-11-29,5854,5854,5854,5854
2019-12-02,5855.5,5855.5,5855.5,5855.5
2019-12-04,5823,5823,5823,5823
2019-12-05,5855,5855,5855,5855
2019-12-06,5867.5,5867.5,5867.5,5867.5
2019-12-09,5985,5985,5985,5985
2019-12-10,6055,6055,6055,6055
2019-12-11,6083,6083,6083,6083
2019-12-12,6097,6097,6097,6097
2019-12-13,6154,6154,6154,6154
2019-12-16,6155.5,6155.5,6155.5,6155.5
2019-12-17,6175,6175,6175,6175
2019-12-18,6126.5,6126.5,6126.5,6126.5
2019-12-19,6161,6161,6161,6161
2019-12-20,6155.5,6155.5,6155.5,6155.5
2019-12-23,6153,6153,6153,6153
2019-12-24,6184.5,6184.5,6184.5,6184.5
2019-12-27,6211,6211,6211,6211
2019-12-30,6183.5,6183.5,6183.5,6183.5
2019-12-31,6156,6156,6156,6156
2020-01-02,6165.5,6165.5,6165.5,6165.5
2020-01-03,6077,6077,6077,6077
2020-01-06,6097.5,6097.5,6097.5,6097.5
2020-01-07,6134.5,6134.5,6134.5,6134.5
2020-01-08,6154,6154,6154,6154
2020-01-09,6156,6156,6156,6156
2020-01-10,6157,6157,6157,6157
2020-01-13,6177,6177,6177,6177
2020-01-14,6247,6247,6247,6247
2020-01-15,6232,6232,6232,6232
2020-01-16,6300.5,6300.5,6300.5,6300.5
2020-01-17,6276.5,6276.5,6276.5,6276.5
2020-01-20,6245,6245,6245,6245
2020-01-21,6158.5,6158.5,6158.5,6158.5
2020-01-22,6103.5,6103.5,6103.5,6103.5
2020-01-23,6050,6050,6050,6050
2020-01-24,5968,5968,5968,5968
2020-01-27,5779,5779,5779,5779
2020-01-28,5715,5715,5715,5715
2020-01-29,5698,5698,5698,5698
2020-01-30,5621,5621,5621,5621
2020-01-31,5570,5570,5570,5570
2020-02-03,5595,5595,5595,5595
2020-02-04,5652,5652,5652,5652
2020-02-05,5714,5714,5714,5714
2020-02-06,5726,5726,5726,5726
2020-02-07,5653,5653,5653,5653
2020-02-10,5659.5,5659.5,5659.5,5659.5
2020-02-11,5696,5696,5696,5696
2020-02-12,5747,5747,5747,5747
2020-02-13,5716,5716,5716,5716
2020-02-14,5737,5737,5737,5737
2020-02-17,5802,5802,5802,5802
2020-02-18,5728,5728,5728,5728
2020-02-19,5745.5,5745.5,5745.5,5745.5
2020-02-20,5730,5730,5730,5730
2020-02-21,5702,5702,5702,5702
2020-02-24,5657.5,5657.5,5657.5,5657.5
2020-02-25,5663.5,5663.5,5663.5,5663.5
2020-02-26,5614,5614,5614,5614
2020-02-27,5618,5618,5618,5618
2020-02-28,5573,5573,5573,5573
2020-03-02,5640,5640,5640,5640
2020-03-03,5668,5668,5668,5668
2020-03-04,5694.5,5694.5,5694.5,5694.5
2020-03-05,5667.5,5667.5,5667.5,5667.5
2020-03-06,5624,5624,5624,5624
2020-03-09,5483,5483,5483,5483
2020-03-10,5598,5598,5598,5598
2020-03-11,5552,5552,5552,5552
2020-03-12,5386.5,5386.5,5386.5,5386.5
2020-03-13,5530.5,5530.5,5530.5,5530.5
2020-03-16,5211,5211,5211,5211
2020-03-17,5205,5205,5205,5205
2020-03-18,4860.5,4860.5,4860.5,4860.5
2020-03-19,4685,4685,4685,4685
2020-03-20,4855,4855,4855,4855
2020-03-23,4617.5,4617.5,4617.5,4617.5
2020-03-24,4789.5,4789.5,4789.5,4789.5
2020-03-25,4754,4754,4754,4754
2020-03-26,4775.5,4775.5,4775.5,4775.5
2020-03-27,4774,4774,4774,4774
2020-03-30,4763,4763,4763,4763
2020-03-31,4797,4797,4797,4797
2020-04-01,4772,4772,4772,4772
2020-04-02,4821.5,4821.5,4821.5,4821.5
2020-04-03,4863.5,4863.5,4863.5,4863.5
2020-04-06,4867,4867,4867,4867
2020-04-07,5067.5,5067.5,5067.5,5067.5
2020-04-08,4976,4976,4976,4976
2020-04-09,4963.5,4963.5,4963.5,4963.5
2020-04-14,5119,5119,5119,5119
2020-04-15,5054.5,5054.5,5054.5,5054.5
2020-04-16,5098.5,5098.5,5098.5,5098.5
2020-04-17,5175.5,5175.5,5175.5,5175.5
2020-04-20,5169.5,5169.5,5169.5,5169.5
2020-04-21,4994.5,4994.5,4994.5,4994.5
2020-04-22,5034,5034,5034,5034
2020-04-23,5120.5,5120.5,5120.5,5120.5
2020-04-24,5118,5118,5118,5118
2020-04-27,5165.5,5165.5,5165.5,5165.5
2020-04-28,5169.5,5169.5,5169.5,5169.5
2020-04-29,5184,5184,5184,5184
2020-04-30,5231,5231,5231,5231
2020-05-01,5061,5061,5061,5061
2020-05-04,5058,5058,5058,5058
2020-05-05,5111.5,5111.5,5111.5,5111.5
2020-05-06,5199.5,5199.5,5199.5,5199.5
2020-05-07,5227.5,5227.5,5227.5,5227.5
2020-05-08,5227.5,5227.5,5227.5,5227.5
2020-05-11,5231,5231,5231,5231
2020-05-12,5234,5234,5234,5234
2020-05-13,5212.5,5212.5,5212.5,5212.5
2020-05-14,5155.5,5155.5,5155.5,5155.5
2020-05-15,5165,5165,5165,5165
2020-05-18,5249.5,5249.5,5249.5,5249.5
2020-05-19,5314,5314,5314,5314
2020-05-20,5333,5333,5333,5333
2020-05-21,5387,5387,5387,5387
2020-05-22,5242.5,5242.5,5242.5,5242.5
2020-05-26,5341.5,5341.5,5341.5,5341.5
2020-05-27,5308.5,5308.5,5308.5,5308.5
2020-05-28,5278.5,5278.5,5278.5,5278.5
2020-05-29,5332.5,5332.5,5332.5,5332.5
2020-06-01,5376.5,5376.5,5376.5,5376.5
2020-06-02,5463,5463,5463,5463
2020-06-03,5499,5499,5499,5499
2020-06-04,5452.5,5452.5,5452.5,5452.5
2020-06-05,5588,5588,5588,5588
2020-06-08,5659,5659,5659,5659
2020-06-09,5680.5,5680.5,5680.5,5680.5
2020-06-10,5801,5801,5801,5801
2020-06-11,5801.5,5801.5,5801.5,5801.5
2020-06-12,5785.5,5785.5,5785.5,5785.5
2020-06-15,5646,5646,5646,5646
2020-06-16,5759.5,5759.5,5759.5,5759.5
2020-06-17,5734,5734,5734,5734
2020-06-18,5799,5799,5799,5799
2020-06-19,5835.5,5835.5,5835.5,5835.5
2020-06-22,5825,5825,5825,5825
2020-06-23,5895,5895,5895,5895
2020-06-24,5871,5871,5871,5871
2020-06-25,5880.5,5880.5,5880.5,5880.5
2020-06-26,5985.5,5985.5,5985.5,5985.5
2020-06-29,5957,5957,5957,5957
2020-06-30,6038,6038,6038,6038
2020-07-01,6016.5,6016.5,6016.5,6016.5
2020-07-02,6080,6080,6080,6080
2020-07-03,6022.5,6022.5,6022.5,6022.5
2020-07-06,6112,6112,6112,6112
2020-07-07,6086,6086,6086,6086
2020-07-08,6194,6194,6194,6194
2020-07-09,6339.5,6339.5,6339.5,6339.5
2020-07-10,6322.5,6322.5,6322.5,6322.5
2020-07-13,6545,6545,6545,6545
